key,summary
GENSIX-68440,[Keypad] Change input method popup is closing after performing Rear camera on->Off
GENSIX-68437,[USB Video] Focus is not shifting on pressing CCP wheel Left/Right
GENSIX-68433,[Settings] Focus changes after making display OFF/ON in connected services
GENSIX-68430,[Settings]: Focus is not observed in the camera settings screen upon RVC ON and OFF
GENSIX-68428,[Keypad] Focus is not proper on Delete button in BT vehicle Rename screen
GENSIX-68423,[Splitcreen] Selected splitscreen is not retaining in vehicle settings
GENSIX-68422,[USM] String Value is Displayed in Vehicle Settings Screen for Espanol Language
GENSIX-68420,"[Profile] The CCP H/K's are non-operational in the ""Saftey warning screen"" after ""Profile Reset""."
GENSIX-68418,[Settings] Option menu is getting closed on making Display OFF > ON
GENSIX-68417,[Navigation] Searching popup is appearing each time after making the display on->off
GENSIX-68415,"[CCS] The Popup is getting displayed on the ""Saftey Warning screen""."
GENSIX-68414,[Settings] Dual focus observed in connected services settings
GENSIX-68413,[Radio] Menu option is closing when accessing radio from another screen.
GENSIX-68410,[Keypad]:Not able to Select Options From English Keyboard.
GENSIX-68409,"[Bluetooth]: Font size is not displayed properly for ""Use Private"" option in BT call screen."
GENSIX-68408,[Settings]: Focus is disappearing in the popup on changing font size in the rear screen
GENSIX-68404,[OSD/popup] Popup changes its position on performing RVC on and off.
GENSIX-68400,[Settings] Flickering is observed in user profile settings
GENSIX-68394,[Setup] The Focus on the popup is getting changed on making Display OFF->ON.
GENSIX-68392,[Setup] The Option menu is getting closed on making Display OFF->ON.
GENSIX-68385,[Setting]:No Focus Observed on Camera Setting Screen On Pressing Home H/K.
GENSIX-68382,"[Keypad] Keypad layout is not changed to numbers after tapping "" 123# "" icon in keyboard"
GENSIX-68380,"[Radio]:""Scan FM is not working for first time after accepting BT Call."""
GENSIX-68325,[Settings] Changed font size is not reflected in Navigation settings
GENSIX-68311,[Setup] Search button is flickering in navigation settings screen upon making display off/on.
GENSIX-68305,[Rear camera]Image is missing in the RVC screen
GENSIX-68304,[USM] String Value is Displayed in Vehicle Settings Screen for Francais Language
GENSIX-68302,[Agreement screen]: Font size is not displayed properly for third option of agreement screen.
GENSIX-68300,"[Setup]:""Inconsistent behaviour of screen transition is getting observed on pressing mode."""
GENSIX-68297,[Settings] Text alignment issue is observed in setup screen
GENSIX-68295,[Keypad] Focus is not proper on Delete button in Data/Network Settings Keypad Screen.
GENSIX-68293,"[Bluetooth]: Font size is not displayed properly for ""favorites contacts full"" popup."
GENSIX-68292,[Carplay] Display off is not happening while in active call state for carplay.
GENSIX-68286,[Keypad] Alignment Issue is Observed in Setup search keypad screen.
GENSIX-68285,[Navigation]:Focus is disappearing from Country Information Screen On performing RVC ON/OFF.
GENSIX-68280,"[Setup] The System is not exiting from the ""Vehicle settings"" screen on making ""IGN OFF""."
GENSIX-68252,[Settings] Text alignment issue is observed in Smart Cruise Control screen.
GENSIX-68248,[Navigation]:Search icon is not displayed on the title bar in navigation settings screen.
GENSIX-68245,"[Setup] ""Active sound design"" options are not placed as per the spec"
GENSIX-68244,[USM] String Value is Displayed in Driver Assistance Screen for Francais Language.
GENSIX-68239,[Sound of nature] Focus is disappearing on sound of nature Menu
GENSIX-68234,[HD Radio] Show radio text option is inconsistent for FM and AM.
GENSIX-68233,[Navigation] Flickering observed in navigation settings screen
GENSIX-68230,"[OSD/popup] ""No featured favorites channels available"" popup is not getting closed on performing RVC on and off."
GENSIX-68228,[Settings] Speed Limit Offset Slider behaviour is not as per the spec.
GENSIX-68227,"[Navigation]: ""Cannot input anymore "" popup is dispalyed in map screen on changing language."
GENSIX-68226,[Settings] Delay is observed when clicking on web manual and display off button in user profile settings screen
GENSIX-68225,[Settings] '+' and '-' options are not getting disabled after reaching the maximum limits in Speed Limit Offset slider.
GENSIX-68221,"[Popup]""Unavailable in current language"" Popup is getting dismissed on performing RVC ON OFF"
GENSIX-68220,[Settings] Text alignment issue is observed in Driver Assistance screen.
GENSIX-68218,"[Settings] Reset popup is not coming after tapping on reset option for the "" first time """
GENSIX-68171,[System] Improper screen transition is observed after performing rear camerta on->Off
GENSIX-68168,[Settings] Focus is not changing properly in Camera Settings screen.
GENSIX-68162,[Carplay] Blank screen is getting displayed clicking on carplay icon
GENSIX-68159,[Split screen] Blank screen is observed in split screen while accesing Android Auto from USB video
GENSIX-68158,[Settings]: Able to Reorder the setup menus on the BT incoming call popup.
GENSIX-68157,[Settings][Vehicle] Inconsistance behaviour observed in vehicle settings
GENSIX-68148,[Bluetooth Audio] Change device popup is not as per the spec
GENSIX-68146,[Setup] Flickering is observed in the sound setting screen.
GENSIX-68144,"[Setup]: ""System is getting hanged on performing mode operation in display off condition on navigation favourite popup""."
GENSIX-68142,[OSD/Popup]:Change Device Popup is Flickering on Version Info Screen.
GENSIX-68139,[Rear Display]:Screen is getting Freezed on Performing Power OFF.
GENSIX-68125,"[Keypad] :""Overlapping is getting observed in suggestion for china Keypad."""
GENSIX-68124,[Voice Memo]:'No Other Device is available*' Popup is getting Displayed On Voice Memo Recording Screen.
GENSIX-68121,[Settings]: Screen is navigating to setup screen on performing RVC on/off.
GENSIX-68107,[Navigation] Change Order CCP Icon is Flickering When go to Edit Root Screen.
GENSIX-68104,"[Keypad] Upon long press the 'X' s/k,input search field is not getting cleared"
GENSIX-68103,[Voice Memo] The Toast popup is getting closed on making Display OFF->ON.
GENSIX-67909,"[Navigation] : ""Recalculating"" Process Bar is not getting Completed after After Performing Daisplay OFF and ON"
GENSIX-67905,[Settings]: Delay is observed on selecting the options in search screen.
GENSIX-67896,[Voice memo] Software info is not getting displayed in system info screen on long pressing the Setup H/K.
GENSIX-67894,[Setup]Blank screen is getting displayed in System info screen on long pressing the setup H/K.
GENSIX-67893,[OSD/popup] Feature unavailable while recording popup is getting closed on performing RVC on and off.
GENSIX-67847,[Passenger Talk] Inconsistance behaviour is observed when entering in to passenger talk while voice memo is in recording state.
GENSIX-67846,"[Radio] Flickering is observed on the ""Radio noise control"" option after performing Display On->Off"
GENSIX-67843,[Setup] Menu options are closing in AV Off state after performing the Display on->Off
GENSIX-67839,[Settings]: Dual focus is observed in Setup screen .
GENSIX-67830,"[Settings][Vehicle] "" Recirculation Mode Plus ""option is not present in climate"
GENSIX-67829,[Voice memo] Slow response is observed when making display off in voice memo screen.
GENSIX-67826,[Settings] Some options are not present in the cluster as per the spec
GENSIX-67824,[Settings] BT connection popup is not getting closed upon long press custom hardkey
GENSIX-67755,[Popup] : Incoming call popup is getting flickered in RVC screen.
GENSIX-67754,[Splitscreen] :'Elevation' String value is not converted on changing language to Hindi in Compass Splitsscreen
GENSIX-67746,[Home]: After resetting the system font size is not changing in Climate screen
GENSIX-67745,[setup] System is freezing after pressing the SWRC Mode button from Radio delete presets popup
GENSIX-67739,[Popup] : 'Bluetooth Preference' Popup is getting displayed in Sound of nature screen and Radio screen.
GENSIX-67723,"[Settings]Upon changing the language to korea, Active sound design option is still displayed in english."
GENSIX-67722,"[Settings]: ""Active sound design "" is still getting displayed in Convenience screen even though it is deleted from the spec."
GENSIX-67714,[Ambient Light] : Spelling mistake is observed in the ambient light option.
GENSIX-67709,[Navi] : Slow response is observed in Navigation Menu Screen.
GENSIX-67705,[VoiceMemo] Menu options are not closing after peforming display off->On
GENSIX-67704,[Keypad] Cursor position is not maintain after display off->on and RVC off -> on In Navigation Keypad Screen.
GENSIX-67699,[User profile]: Text Overlap is Observed in User profile screen.
GENSIX-67695,[System] Sometimes Front screen bottom panel is getting freezed and not able to select
GENSIX-67692,[Radio] Delete preset popup and band popups are not closing after performing SWRC PTT.
GENSIX-67685,[Vehicle] Focus is not getting transferred to Delete on enabling it by passing signals in Digital Key screen.
GENSIX-67682,[Navigation menu] Split screen options are not changing on rotating CCP dial in navigation menu screen.
GENSIX-67679,[SVM] Inconsistance behaviour is observed while exiting the rear camera.
GENSIX-67678,[settings]According to spec Touchpad Recognition Angle should not be displayed.
GENSIX-67675,[Radio] Dual focus is observed in Station list screen.
GENSIX-67674,[Settings] Inconsistance behaviour observed in bluetooth settings
GENSIX-67673,"[Keypad] :""Focus and alingment is not proper in setup keypad."""
GENSIX-67672,[Navigation] Input characters are not getting deleted upon Long Pressing Delete S/K in Navigation Keypad screen.
GENSIX-67669,"[Keypad]: ""Flickering is observed while tapping on space in handwritten input."""
GENSIX-67663,[Setup] : Text mismatch is observed in the vehicle setup screen.
GENSIX-67635,[Sound of nature] Volume bar text is not displayed properly for sound of nature.
GENSIX-67625,"[RVC]: Dual focus is observed in camera settings screen and ""Keeps rear camera"" is not getting checked for the first time."
GENSIX-67623,[Radio] Delete presets popup is not getting closed on performing RVC on and off.
GENSIX-67622,[Setting]:'Disable Android Auto?' Popup is getting Displayed On Button/Touch pad Setting Screen.
GENSIX-67621,[Popup] :' Update call History ' popup is getting flickered in Media Gate screen.
GENSIX-67619,[Radio] Radio band popup is not closing after presing the SWRC Seek keys in display off state
GENSIX-67616,[Rear Display] : Radio Info OSD is getting Displayed in Radio Screen
GENSIX-67614,"[Navigation] ""Import complete""/""Export complete"" toast popup is not displaying after performing display off->on on import/export processing popup"
GENSIX-67612,[Setup] Slowness observed clicking on Ambient light option screen
GENSIX-67611,[Setup] : No focus is available in General setting screen.
GENSIX-67609,[Data/network] String value is getting displayed in Connected settings screen.
GENSIX-67607,[Setup] Sound settings screen is getting freezed after performing the Display Off->On on reset popup
GENSIX-67605,[USB Video]:File Information Popup is getting Displayed On Active Call Screen.
GENSIX-67603,[Setup] Text is overlapping in vehicle settings screen.
GENSIX-67601,[navigation]: Deleted popup is not getting closed on changing the font size in rear display.
GENSIX-67599,[Setup] Selected option is not getting focused in vehicle settings screen.
GENSIX-67597,[Radio] Sound settings option is disabled after coming back to radio screen.
GENSIX-67596,[RVC] :Focus on the Camera Settings Screen is getting disappeared on pressing Menu H/K.
GENSIX-67591,[Popup] : Set time popup is getting closed for the first time .
GENSIX-67589,[Bluetooth] : Sometimes the h/u Getting freeze upon performing RVC on and off.
GENSIX-67586,[Rear Display] : System is not switching to Home Screen on Playing Radio in Rear
GENSIX-67577,[Rear Display] : Media Gate is not getting closed on performing Power Off and ON
GENSIX-67576,[RVC] Sometime Reset progress popup observed in RVC Screen
GENSIX-67567,[Keypad] CCP Dial is not working in input search keypad
GENSIX-67566,"[Keypad] ""Search icon is not getting displayed when initial input keypad is getting selected."""
GENSIX-67563,[Bluetooth] In Message View Screen Call Button is Displayed in TTS supported Region
GENSIX-67562,[Popup] : Entire Popup is getting highlighted in the Radio delete screen.
GENSIX-67561,[Media]:Hide Popup is Flickering and Screen is getting freezed On Camera Setting.
GENSIX-67559,[Radio] Radio Band popup is closing after pressing the custom HK set to: Phone
GENSIX-67558,"[Bluetooth]: Text overflow is observed on changing font size in ""Outgoing Volume"" option in BT active call screen."
GENSIX-67556,[System]:Touch or S/K will not work after Voice memo end on User Profile Reset.
GENSIX-67555,[Popup] : Popup is getting disappeared on changing language for the first time.
GENSIX-67554,[Radio] Radio screen is getting freezed on performing RVC on and off.
GENSIX-67553,[Popup] : Dual focus is observed in Sound of Nature screen.
GENSIX-67552,"[Bluetooth] ""Message sent"" OSD is displaying in H/U when phone is in Airplane Mode."
GENSIX-67550,[Keypad] Keypad layout is not changing even if we change the settings.
GENSIX-67549,[Navigation]: Menu option disabled in Previous destination screen.
GENSIX-67547,[CCS] The Focus on the Keypad is getting disappeared on making Display OFF->ON.
GENSIX-67546,[Bluetooth] Phone screen getting freezed after making camera ON/OFF and flickering observed after turn off the camera
GENSIX-67545,[Bluetooth] As per the Spec In Message reply Screen Focus should be on 2nd option while first radio button is selected.
GENSIX-67544,[Bluetooth] Blank screen is observed in call history screen
GENSIX-67543,"[Popup] The ""Date/Time"" popup is not getting closed after screen transistion."
GENSIX-67542,"[Qibla]: ""Focus is getting disabled in Qibla."""
GENSIX-67540,[Radio]:'Cannot Input Anymore' Popup is Flickering On Radio Screen.
GENSIX-67508,[Settings]On settings list screen for device connection option both 2nd depth options are displayed as Enable Baidu Carlife(For IOS) and Enable Baidu Carlife(For IOS)
GENSIX-67505,[settings]Enable Android auto option is displayed on search setup list and on tapping the option Device connection settings displayed
GENSIX-67504,"[CCS] Dual focus is observed in ""Share location"" screen."
GENSIX-67503,[Sound]Android auto is displayed on sound settings search Keypad screen for CHN region
GENSIX-67501,[Voice Memo]:After Performing Some Basic Operation Not able to Record Voice Memo.
GENSIX-67500,"[Setup] ""Calendar"" option is displayed in ""Search"" setup screen for China region."
GENSIX-67499,[DMB] : Sound of nature screen is getting Freezed after performing some basic operation.
GENSIX-67496,[Popup] : 'A maximum of 100 numbers can be saved ' Popup is getting displayed in Sound of nature screen.
GENSIX-67495,[Bluetooth] BT Audio OSD is not getting displayed in rear screen
GENSIX-67494,"[Setup] Touch screen is non-operational in ""Settings"" screen."
GENSIX-67492,[Bluetooth]: Flickering is observed while clicking on the privacy mode option in incoming call popup screen.
GENSIX-67491,"[Bluetooth]:""OSD is not getting displayed in Bluetooth setting."""
GENSIX-67488,[Bluetooth]:'Cannot Input Anymore' Popup is getting Displayed On Sound Of Nature Screen.
GENSIX-67487,"[Vehicle] The System is not exiting from the ""Vehicle settings"" screen on making ""IGN OFF""."
GENSIX-67485,[Media]: Screen is getting freezed on pressing Media h/k.
GENSIX-67481,[Bluetooth]:'Cannot Input Anymore' Popup is getting Displayed On Setting List Screen.
GENSIX-67480,[RVC] : Camera Screen is Getting Displayed even when the Gear is Switched to P
GENSIX-67477,[Home] : 'This Feature is available when a phone Supporting' popup is getting flickered in Radio screen.
GENSIX-67471,[Bluetooth]:'This Feature is available when a phone Supporting*' Popup is getting Displayed On Message Screen.
GENSIX-67470,[Bluetooth]:'Deleting a Device also deletes its call History and Contact*' Popup is getting Displayed On Setting List Screen.
GENSIX-67469,"[Bluetooth] ""Handsfree Calling can be connected with one device."" popup is not getting displayed."
GENSIX-67459,"[Radio] : ""Band"" Popup is getting Closed on Pressing Custom Button Set to Phone Projection"
GENSIX-67457,"[Voice recognition] On Phone screen getting Incoming call popup, VR popup disappears."
GENSIX-67456,"[Radio] : ""Band"" Popup is getting Displayed in Safety Warning Screen"
GENSIX-67455,"[Keypad]: ""Device connection setting is getting displayed when special character is selected."""
GENSIX-67453,[Bluetooth] BT Add new popup is displayed in Home screen
GENSIX-67452,[Bluetooth] String Value is displayed in Phone Screen.
GENSIX-67451,[Setup] Scroll Bar is not displayed properly for the last option in camera type screen.
GENSIX-67449,[Navigation]: Searching process is not happening after performing display off/on.
GENSIX-67448,"[Navigation] ""recalculating..""OSD is disappearing soon after pressing the SWRC custom HK"
GENSIX-67447,[keypad] Keypad screen is not retained after pressing close icon
GENSIX-67446,[Bluetooth] Bluetooth connection error popup is not matching with the spec.
GENSIX-67444,[Bluetooth] BT connection popup is not closing on pressing back H/K
GENSIX-67443,[Radio] : Station List is not Visible Properly for India Region
GENSIX-67442,[Voice Memo]:'This Feature is available when a phone Supporting*' Popup is getting Displayed On Voice Memo Recording Screen.
GENSIX-67436,"[Manual]: ""Blank screen is getting displayed in Manual when language set to Arabic."""
GENSIX-67435,[Setting]:Screen is getting freezed and No Focus Observed on Button/Touch Pad Setting Screen.
GENSIX-67433,[Popup] : 'No Response from phone ' Popup is getting displayed in Sound of nature screen.
GENSIX-67429,[Setup] Flikering is observed clicking on search icon
GENSIX-67426,[Settings] Flickering and Blank screen is observed in vehicle settings
GENSIX-67418,[Setup] The Options in the list are getting overlapped during reordering.
GENSIX-67415,[Bluetooth] The Reorder screen is not getting released after screen transistion.
GENSIX-67414,[Settings]: System is allowing to enter and make changes on sound settings for Rear R/L displays during call in the background.
GENSIX-67383,"[Web Manual] ""Vehicle quick guide"" option is not present in web manual screen"
GENSIX-67382,"[Radio]: ""CCP left is not working in radio screen."""
GENSIX-67381,[Bluetooth] The Popup is not getting closed in the keypad screen.
GENSIX-67380,[Bluetooth]: BT call screen getting freezed after accepting the call.
GENSIX-67379,[Popup] : Slow Response is observed in Phone screen.
GENSIX-67378,[Popup] : No focus is observed in the Message screen.
GENSIX-67377,[Passenger Talk] Passenger talk is getting ended on Pressing SWRC custom button which is set to cancel route
GENSIX-67376,"[Radio] : ""Band"" Popup is getting Displayed in Home Screen"
GENSIX-67375,[Radio] : Band Popup is getting Displayed in Phone Screen
GENSIX-67374,[Setup] String value is displayed for convenience in vehicle settings screen
GENSIX-67373,"[Radio] : ""Band"" Popup is getting Displayed in BT Audio Screen"
GENSIX-67372,[Bluetooth]: Download Unsuccessful text is not as per the spec.
GENSIX-67370,"[Keypad]: ""Search icon is not working in Navi Keypad."""
GENSIX-67367,[Radio] : Band Popup is getting Displayed in Device Connection Settings Screen
GENSIX-67366,[Setup] Sound and Display reset popups are getting closed after performing the first attempt of Display On->Off
GENSIX-67365,[SVM]:Dual focus is observed in the camera settings screen
GENSIX-67364,[Map] Date / Time popup is not getting displayed in map screen
GENSIX-67363,"[Navi] The ""Reset"" popup is not getting closed on making ""ACC OFF->ON""."
GENSIX-67362,[Sound of nature] Inconsistance behaviour is observed by making display On in sound of nature screen
GENSIX-67361,"[Navi] ""Cannot input anymore"" popup is displayed on ""Driving Restriction"" screen."
GENSIX-67360,"[Navi] The popup is getting displayed on the ""Saftey Warning"" screen."
GENSIX-67359,[Settings]Sometimes focus disappears and the screen is getting freezed and none of the items are selectable on Performing RVC off->on
GENSIX-67358,"[Profile] The Popup is getting displayed on ""Driving restriction"" screen."
GENSIX-67357,[Climate] Delay is observed when making display off in climate screen
GENSIX-67356,[Radio] String value is displayed in option menu list screen for FM.
GENSIX-67355,[Bluetooth]:Screen is getting freezed and No Focus Observed on Message Screen.
GENSIX-67304,[Voice Recognition] Unable to enter to Voice Recognition screen after pressing the SWRC PTT(H/K)
GENSIX-67303,[Navigation] Able to access the status bar options when alert popup is present
GENSIX-67302,"[Rear Display] : ""This Feature is not Available During a Call. Please Try Again After Ending the Call"" Popup is not getting Displayed in Sound Settings Screen"
GENSIX-67301,[Vehicle Setup]Driving restrictions are not displayed in Vehicle settings when entering D-stage.
GENSIX-67300,[Popup] : Band popup is getting displayed on Message screen.
GENSIX-67299,[DRM] : Frequency Controller in not moving smoothly on Rotating CCP Wheel
GENSIX-67298,"[RVC]:""System reset popup is getting displayed in RVC Screen ."""
GENSIX-67297,[Radio] : Active call screen is getting Freezed in Radio screen.
GENSIX-67294,"[Keypad]: ""Flickering is getting observed when entering any letter through handwriting gesture."""
GENSIX-67293,[Sound of nature] Sound of nature is getting access while voice memo is in recording state
GENSIX-67292,[User Profile]:'A Max of 14 Character entered' Popup is Flickering on RVC Screen.
GENSIX-67291,[RVC] Flikering is observed on making RVC OFF
GENSIX-67290,[Keypad] Input texts exceeding alert pop-up disappears after making camera ON/OFF in input search keypad
GENSIX-67289,[Settings]:String Value is displayed in the vehicle settings screen
GENSIX-67288,"[Keypad]: ""After entering any letter by s/k ,handwiting gesture is not working in navi keypad ."""
GENSIX-67287,[Voice Memo]:Screen is getting Freezed after Start Recording on Display OFF State.
GENSIX-67286,"[Map]:Upon changing language to french,Overflow is observed in the search keypad screen"
GENSIX-67285,[Navi] No Focus is observed on the Option menu after making Display OFF->ON.
GENSIX-67284,"[Settings] Upon performing RVC on and off, Popup is getting disappeared in settings search screen."
GENSIX-67283,"[Manual] : Not able to Select ""Next"" option Through Soft Touch"
GENSIX-67282,"[Radio]:The Front & Rear Display's are entering into the ""Radio Delete Presets"" screen at the same time."
GENSIX-67279,"[Keypad]: ""Navi Keypad is getting enabled on changing keypad ."""
GENSIX-67271,[Settings] : Navigation Related options are getting displayed in Search Setup Screen for India
GENSIX-67268,[Settings]: Popup is getting disappeared in Vehicle settings Screen upon RVC ON and OFF.
GENSIX-67267,[Keypad] Focus disappears in input search keypad after making display OFF/ON
GENSIX-67266,"[Radio] : ""Band"" Popup is not getting closed on selecting Different Saved Frequencies in Rear"
GENSIX-67265,"[Keypad]: ""Close keypad icon is present twice in the setup keypad."""
GENSIX-67264,[Keypad] Default option is not focused in input search keypad
GENSIX-67263,"[Radio] : ""Band"" Popup Allignment is not getting Displayed properly for India Region"
GENSIX-67262,[Keypad] Default Focus for Korean 10 keys Keyboard is not Correct for Setup search and Web Manual Search Screen.
GENSIX-67261,[Navigation] Focus is shifting from split screen option to background screen after performing the display off->On
